JAICHAND LAL DAGA,,,,,,,
Bills Receivable,,,,,,,
Account Group : Morbi Party,On Basis of : Due Date,,,,,,
From 1-4-2017 to 9-9-2025,Bills Status as on : 9-9-2025,,,,,,
Account,Dated,Type,Ref. No.,Ref. Amt.,Due Amt.,Due Date,Due Days
,02-05-2025,SupO,1013,"32,125.00","32,125.00",02-05-2025,130
,02-05-2025,SupO,1014,"31,745.00","31,745.00",02-05-2025,130
,03-05-2025,SupO,1037,"32,125.00","32,125.00",03-05-2025,129
,04-05-2025,SupO,1104,"31,516.00","31,516.00",04-05-2025,128
,04-05-2025,SupO,1105,"31,745.00","31,745.00",04-05-2025,128
,05-05-2025,SupO,1112,"25,883.00","25,883.00",05-05-2025,127
,06-05-2025,SupO,1134,"31,897.00","31,897.00",06-05-2025,126
,11-05-2025,SupO,1301,"31,745.00","31,745.00",11-05-2025,121
,13-05-2025,SupO,1358,"31,897.00","31,897.00",13-05-2025,119
,14-05-2025,SupO,1381,"31,745.00","31,745.00",14-05-2025,118
,16-05-2025,SupO,1474,"32,125.00","32,125.00",16-05-2025,116
,17-05-2025,SupO,1501,"31,745.00","31,745.00",17-05-2025,115
,17-05-2025,SupO,1511,"31,745.00","31,745.00",17-05-2025,115
,18-05-2025,SupO,1531,"31,745.00","31,745.00",18-05-2025,114
,20-05-2025,SupO,1601,"31,973.00","31,973.00",20-05-2025,112
,15-06-2025,SupO,2387,"31,745.00","31,745.00",15-06-2025,86
,22-06-2025,SupO,2582,"32,125.00","32,125.00",22-06-2025,79
,24-06-2025,SupO,2648,"32,125.00","32,125.00",24-06-2025,77
,06-07-2025,SupO,3044,"31,745.00","31,745.00",06-07-2025,65
,,,Total,"7,27,084.00","6,96,100.00",,
,,,,,,,
VARDAY PORCELAIN LIMITED,08-07-2025,SupO,3091,"60,638.00","58,732.00",08-07-2025,63
,,,Total,"60,638.00","58,732.00",,
,,,,,,,
VARDAY PORCELAIN LLP,26-03-2025,OpBl,7241,"60,638.00","60,638.00",26-03-2025,167
,,,Total,"60,638.00","60,638.00",,
,,,,,,,
VARMORA GRANITO PVT.LTD. UNIT-3,01-06-2025,SupO,1963,"38,378.00","38,378.00",01-06-2025,100
,,,Total,"38,378.00","38,378.00",,
,,,,,,,
VELLOZA GRANITO LLP,06-02-2025,OpBl,6083,105,105,06-02-2025,215
,,,"Org. Amt. 31,897.00",,,,
,07-02-2025,OpBl,6127,"31,668.00","31,668.00",07-02-2025,214
,04-04-2025,SupO,131,"31,745.00","31,745.00",04-04-2025,158
,05-04-2025,SupO,159,"31,973.00","31,973.00",05-04-2025,157
,07-04-2025,SupO,220,"31,973.00","31,973.00",07-04-2025,155
,09-04-2025,SupO,267,"32,429.00","32,429.00",09-04-2025,153
,14-05-2025,SupO,1409,"32,582.00","32,582.00",14-05-2025,118
,15-05-2025,SupO,1444,"32,270.00","32,270.00",15-05-2025,117
,17-05-2025,SupO,1503,"31,973.00","31,973.00",17-05-2025,115
,02-06-2025,SupO,2008,"32,125.00","32,125.00",02-06-2025,99
,02-06-2025,SupO,2012,"31,973.00","31,973.00",02-06-2025,99
,03-06-2025,SupO,2036,"27,177.00","27,177.00",03-06-2025,98
,04-06-2025,SupO,2058,"31,973.00","31,973.00",04-06-2025,97
,08-06-2025,SupO,2168,"32,277.00","32,277.00",08-06-2025,93
,,,Total,"4,12,243.00","4,12,243.00",,
,,,,,,,
VELZONE GRANITO LLP,26-04-2025,SupO,818,"31,745.00","31,745.00",26-04-2025,136
,27-04-2025,SupO,837,"26,720.00","26,720.00",27-04-2025,135
,28-04-2025,SupO,890,"32,490.00","32,490.00",28-04-2025,134
,29-04-2025,SupO,929,"31,592.00","31,592.00",29-04-2025,133
,30-04-2025,SupO,942,"32,345.00","32,345.00",30-04-2025,132
,30-04-2025,SupO,943,"31,516.00","31,516.00",30-04-2025,132
,01-05-2025,SupO,964,"31,592.00","31,592.00",01-05-2025,131
,02-05-2025,SupO,1005,"32,125.00","32,125.00",02-05-2025,130
,03-05-2025,SupO,1020,"32,125.00","32,125.00",03-05-2025,129
,04-05-2025,SupO,1072,"31,745.00","31,745.00",04-05-2025,128
,14-05-2025,SupO,1388,"31,745.00","31,745.00",14-05-2025,118
,15-05-2025,SupO,1445,"26,720.00","26,720.00",15-05-2025,117
,16-05-2025,SupO,1473,"31,745.00","31,745.00",16-05-2025,116
,18-05-2025,SupO,1516,"31,668.00","31,668.00",18-05-2025,114
,20-05-2025,SupO,1589,"32,125.00","32,125.00",20-05-2025,112
,21-05-2025,SupO,1643,"31,745.00","31,745.00",21-05-2025,111
,10-06-2025,SupO,2232,"31,745.00","31,745.00",10-06-2025,91
,13-06-2025,SupO,2359,"31,745.00","31,745.00",13-06-2025,88
,15-06-2025,SupO,2394,"31,745.00","31,745.00",15-06-2025,86
,21-06-2025,SupO,2544,"31,211.00","31,211.00",21-06-2025,80
,23-06-2025,SupO,2611,"32,125.00","32,125.00",23-06-2025,78
,28-06-2025,SupO,2746,"31,973.00","31,973.00",28-06-2025,73
,01-07-2025,SupO,2814,"32,117.00","32,117.00",01-07-2025,70
,,,Total,"7,22,404.00","7,22,404.00",,
,,,,,,,
Veritaas Granito LLP,26-05-2025,SupO,1786,"39,506.00","22,097.00",26-05-2025,106
,11-06-2025,SupO,2294,"47,633.00","47,633.00",11-06-2025,90
,13-06-2025,SupO,2330,"39,506.00","39,506.00",13-06-2025,88
,14-06-2025,SupO,2365,"48,198.00","48,198.00",14-06-2025,87
,17-06-2025,SupO,2447,"47,633.00","47,633.00",17-06-2025,84
,19-06-2025,SupO,2486,"48,536.00","48,536.00",19-06-2025,82
,21-06-2025,SupO,2541,"47,182.00","47,182.00",21-06-2025,80
,22-06-2025,SupO,2580,"47,633.00","47,633.00",22-06-2025,79
,23-06-2025,SupO,2610,"47,295.00","47,295.00",23-06-2025,78
,,,Total,"4,13,122.00","3,95,713.00",,
,,,,,,,
Verona Granito Pvt. Ltd.,04-04-2025,SupO,134,"30,503.00","30,503.00",04-04-2025,158
,07-04-2025,SupO,213,"30,429.00","30,429.00",07-04-2025,155
,08-04-2025,SupO,242,"31,282.00","31,282.00",08-04-2025,154
,15-04-2025,SupO,418,"30,135.00","30,135.00",15-04-2025,147
,15-04-2025,SupO,423,"30,650.00","30,650.00",15-04-2025,147
,15-04-2025,SupO,425,"25,725.00","25,725.00",15-04-2025,147
,15-04-2025,SupO,436,"30,885.00","30,885.00",15-04-2025,147
,16-04-2025,SupO,458,"30,650.00","30,650.00",16-04-2025,146
,17-04-2025,SupO,478,"31,017.00","31,017.00",17-04-2025,145
,18-04-2025,SupO,521,"29,768.00","29,768.00",18-04-2025,144
,19-04-2025,SupO,541,"31,282.00","31,282.00",19-04-2025,143
,19-04-2025,SupO,542,"31,017.00","31,017.00",19-04-2025,143
,21-04-2025,SupO,637,"30,870.00","30,870.00",21-04-2025,141
,23-04-2025,SupO,688,"31,017.00","31,017.00",23-04-2025,139
,23-04-2025,SupO,689,"31,017.00","31,017.00",23-04-2025,139
,23-04-2025,SupO,720,"31,385.00","31,385.00",23-04-2025,139
,24-04-2025,SupO,724,"30,870.00","30,870.00",24-04-2025,138
,25-04-2025,SupO,762,"30,797.00","30,797.00",25-04-2025,137
,26-04-2025,SupO,809,"31,017.00","31,017.00",26-04-2025,136
,26-04-2025,SupO,820,"31,010.00","31,010.00",26-04-2025,136
,27-04-2025,SupO,850,"30,650.00","30,650.00",27-04-2025,135
,27-04-2025,SupO,852,"31,282.00","31,282.00",27-04-2025,135
,27-04-2025,SupO,853,"31,017.00","31,017.00",27-04-2025,135
,28-04-2025,SupO,876,"30,797.00","30,797.00",28-04-2025,134
,29-04-2025,SupO,924,"30,503.00","30,503.00",29-04-2025,133
,30-04-2025,SupO,938,"31,017.00","31,017.00",30-04-2025,132
,01-05-2025,SupO,946,"30,458.00","30,458.00",01-05-2025,131
,01-05-2025,SupO,949,"30,503.00","30,503.00",01-05-2025,131
,04-05-2025,SupO,1106,"31,715.00","31,715.00",04-05-2025,128
,10-05-2025,SupO,1279,"30,723.00","30,723.00",10-05-2025,122
,11-05-2025,SupO,1281,"31,017.00","31,017.00",11-05-2025,121
,13-05-2025,SupO,1362,"30,870.00","30,870.00",13-05-2025,119
,13-05-2025,SupO,1373,"31,605.00","31,605.00",13-05-2025,119
,14-05-2025,SupO,1415,"30,650.00","30,650.00",14-05-2025,118
,21-05-2025,SupO,1630,"28,597.00","28,597.00",21-05-2025,111
,23-05-2025,SupO,1691,"31,605.00","31,605.00",23-05-2025,109
,24-05-2025,SupO,1717,"30,870.00","30,870.00",24-05-2025,108
,25-05-2025,SupO,1767,"30,870.00","30,870.00",25-05-2025,107
,29-05-2025,SupO,1880,"30,870.00","30,870.00",29-05-2025,103
,30-05-2025,SupO,1891,"30,503.00","30,503.00",30-05-2025,102
,01-06-2025,SupO,1952,"24,696.00","24,696.00",01-06-2025,100
,02-06-2025,SupO,1998,"31,385.00","31,385.00",02-06-2025,99
,03-06-2025,SupO,2042,"30,576.00","30,576.00",03-06-2025,98
,09-06-2025,SupO,2224,"31,017.00","31,017.00",09-06-2025,92
,12-06-2025,SupO,2306,"30,797.00","30,797.00",12-06-2025,89
,12-06-2025,SupO,2307,"30,503.00","30,503.00",12-06-2025,89
,14-06-2025,SupO,2371,"30,723.00","30,723.00",14-06-2025,87
,24-06-2025,SupO,2626,"31,017.00","31,017.00",24-06-2025,77
,25-06-2025,SupO,2652,"25,872.00","25,872.00",25-06-2025,76
,26-06-2025,SupO,2665,"30,650.00","30,650.00",26-06-2025,75
,28-06-2025,SupO,2727,"25,725.00","25,725.00",28-06-2025,73
,04-07-2025,SupO,2925,"30,650.00","30,650.00",04-07-2025,67
,06-07-2025,SupO,3039,"25,725.00","25,725.00",06-07-2025,65
,09-07-2025,SupO,3150,"30,650.00","30,650.00",09-07-2025,62
,,,Total,"16,37,434.00","16,37,434.00",,
,,,,,,,
Vetican Grantio Llp,05-07-2024,OpBl,1730,"35,690.00","35,690.00",05-07-2024,431
,,,"Org. Amt. 48,198.00",,,,
,,,Total,"35,690.00","35,690.00",,
,,,,,,,
VITA GRANITO PVT. LTD.,20-09-2022,OpBl,2828,"95,875.00","95,875.00",20-09-2022,1085
,,,"Org. Amt. 97,984.00",,,,
,23-09-2022,OpBl,2889,"98,714.00","98,714.00",23-09-2022,1082
,09-10-2022,OpBl,3182,"1,01,066.00","1,01,066.00",09-10-2022,1066
,,,Total,"2,95,655.00","2,95,655.00",,
,,,,,,,
VIVIANA VITRIFIED PVT.LTD.,23-01-2025,OpBl,5805,"27,641.00","27,641.00",23-01-2025,229
,05-02-2025,OpBl,6079,"33,075.00","33,075.00",05-02-2025,216
,,,Total,"60,716.00","60,716.00",,
,,,,,,,
Welcome Minerals Pvt Ltd,01-04-2017,OpBl,2016-17,"34,272.00","34,272.00",01-04-2017,3083
,,,"Org. Amt. 56,406.00",,,,
,,,Total,"34,272.00","34,272.00",,
,,,,,,,
White House Tiles Pvt Ltd,28-03-2023,OpBl,5619,"19,635.00","19,635.00",28-03-2023,896
,28-03-2023,OpBl,5620,"20,328.00","20,328.00",28-03-2023,896
,,,Total,"39,963.00","39,963.00",,
,,,,,,,
WOOGA CERAMIC PVT LTD,21-01-2021,OpBl,3529,"70,049.00","70,049.00",21-01-2021,1692
,,,"Org. Amt. 78,951.00",,,,
,,,Total,"70,049.00","70,049.00",,
,,,,,,,
ZANDROS GRANITO LLP,16-01-2024,OpBl,289566,"24,796.00","24,796.00",16-01-2024,602
,,,"Org. Amt. 1,50,000.00",,,,
,,,Total,"24,796.00","24,796.00",,
,,,,,,,
ZEALTOP GRANITO PVT LTD,30-01-2025,OpBl,5916,"1,00,490.00","91,115.00",30-01-2025,222
,18-02-2025,OpBl,6357,"1,00,969.00","1,00,969.00",18-02-2025,203
,05-03-2025,OpBl,6746,"1,00,487.00","1,00,487.00",05-03-2025,188
,07-03-2025,OpBl,6824,"1,03,089.00","1,03,089.00",07-03-2025,186
,09-04-2025,SupO,271,"1,00,969.00","1,00,969.00",09-04-2025,153
,13-04-2025,SupO,369,"98,800.00","98,800.00",13-04-2025,149
,02-05-2025,SupO,995,"1,01,691.00","1,01,691.00",02-05-2025,130
,03-05-2025,SupO,1044,"1,00,487.00","1,00,487.00",03-05-2025,129
,04-05-2025,SupO,1089,"1,01,210.00","1,01,210.00",04-05-2025,128
,01-06-2025,SupO,1964,"1,02,415.00","1,02,415.00",01-06-2025,100
,02-06-2025,SupO,1989,"1,00,969.00","1,00,969.00",02-06-2025,99
,,,Total,"11,11,576.00","11,02,201.00",,
,,,,,,,
,,,Total,"6,23,94,678.00","6,19,12,023.00",,
